,sentiment,id,date,query,author,text
1446453,pos,2062505486,Sat Jun 06 23:25:43 PDT 2009,NO_QUERY,myalanchai,Badminton with Jan Shim and friends ..... Work out time.. 
1176157,pos,1981206669,Sun May 31 08:39:26 PDT 2009,NO_QUERY,xurble,Must fight urge to go to botcon  http://www.botcon.com/BotCon09/
579885,neg,2213646426,Wed Jun 17 15:39:18 PDT 2009,NO_QUERY,Rose_Holton,"waiting for my friend to ring, i want to go to bed "
1342785,pos,2033598131,Thu Jun 04 12:56:02 PDT 2009,NO_QUERY,maureen1404,maureen MET THE WHITE TIE AFFAIR last night! woo woo  like one of the best nights of my life they are so talented and nice! &lt;3&lt;3&lt;3
1488142,pos,2068435713,Sun Jun 07 14:04:32 PDT 2009,NO_QUERY,Lucia_rcn,omg i cant stop love adrian jajajajaja you're so funny i cant wait for see you the next week 
275031,neg,1990720659,Mon Jun 01 05:35:07 PDT 2009,NO_QUERY,lewisreilly,is loving xna. The official tutorial however is voiced by the most boringly slow guy ever - 7 videos &amp; all he has done is drawn a sprite 
1299511,pos,2006147237,Tue Jun 02 10:43:45 PDT 2009,NO_QUERY,GinnyYttrup,Wow... Thunder too.  My Grandpa used to tell me the sound of thunder was God bowling. 
103215,neg,1795502006,Thu May 14 07:53:04 PDT 2009,NO_QUERY,DonoLooLoo,"@amylovesoliver @MeleahRubino yes, sounds like pink eye.   i also had an ulcer of the eye and it did that, too. "
1550578,pos,2183821181,Mon Jun 15 15:01:53 PDT 2009,NO_QUERY,KruseDulle,Just came home from France!!! LE MANS rules!!!?    
1450416,pos,2062936348,Sun Jun 07 00:48:07 PDT 2009,NO_QUERY,ChaoticNicky,"@thisisryanross  waitin' for new PATD album, hope it'll come out soon "
417492,neg,2061552979,Sat Jun 06 21:06:31 PDT 2009,NO_QUERY,I_enigma,@ozdj that's evil - I want an A3 twitter bird 
1202697,pos,1985906496,Sun May 31 18:00:03 PDT 2009,NO_QUERY,joshscott,"@ItsMeGregory Just so you know, I don't like you one bit. "
902426,pos,1694421505,Mon May 04 02:33:02 PDT 2009,NO_QUERY,shuuro,@jocalling hope our wishes come true someday. 
1360045,pos,2048593918,Fri Jun 05 15:27:21 PDT 2009,NO_QUERY,amber_hanks,Just got done distributing postcards for our $99 a month websites  http://tr.im/nAyG I love my job 
832114,pos,1557541051,Sun Apr 19 04:43:53 PDT 2009,NO_QUERY,annawaits,"@kateweb Haha, I know - what a ridicukous scene! Love it though "
89222,neg,1755237839,Sun May 10 08:37:13 PDT 2009,NO_QUERY,flykanga,"Just realized that its now 2 guys in my life from Chicago who turned out not to be what I thought they were, Chicago = pricks apparently "
1107522,pos,1971591782,Sat May 30 07:27:12 PDT 2009,NO_QUERY,marcele_,@dudaac Bom show. 
1176161,pos,1981206831,Sun May 31 08:39:27 PDT 2009,NO_QUERY,riotkiddxo,I know I'm being awfully annoying; but i ain't stopping!  #andyhurleyday #andyhurleyday #andyhurleyday #andyhurleyday &lt;3
914955,pos,1752987418,Sat May 09 23:42:09 PDT 2009,NO_QUERY,hdav,"Please remember you need a helmet for the bike asap, talk to you later ok hope your head not to bad "
1454155,pos,2063297674,Sun Jun 07 02:05:59 PDT 2009,NO_QUERY,Tracymcc22,"Hi! peeps! another sunny day in northern ireland, makes a bloody change! gonna wait til its warmer ghen im gonna catch some rays "
151025,neg,1932411345,Tue May 26 21:24:51 PDT 2009,NO_QUERY,SirDarlington,All my prayers goes out to Rodney Rodgers and his fam-He was paralyzed from the neck down in a bike accident 
453627,neg,2070380943,Sun Jun 07 17:35:37 PDT 2009,NO_QUERY,electrcspacegrl,@track7grrl It's not on my CBS. 
1142259,pos,1977283087,Sat May 30 20:35:01 PDT 2009,NO_QUERY,ritikamathur,@rachrud Helllooooooo munchkin!!! 
291694,neg,1995780120,Mon Jun 01 14:02:07 PDT 2009,NO_QUERY,TheEmmaHamilton,"@lemziipie And me I hopes ;D Haha, yeah, sorry for not being on alot tonight  Talk to you tomorrow though, promise ;D Night! xx"
1533289,pos,2178460865,Mon Jun 15 07:44:07 PDT 2009,NO_QUERY,JuliaBCastillo,Checking to see who may have Saude Creek wine in stock---labeled under James river Cellars--for now 
334644,neg,2013621313,Tue Jun 02 23:07:58 PDT 2009,NO_QUERY,gilr,Away from my wife on our 18th anniversary  sad
175544,neg,1964872976,Fri May 29 14:56:58 PDT 2009,NO_QUERY,thinkledge,@pen15lvr they frown on us googling alcohol at work 
1244923,pos,1994913024,Mon Jun 01 12:39:20 PDT 2009,NO_QUERY,Eyglo,@serenebabe Well as long as it's used for good things I guess pavlov was alright 
505068,neg,2188297872,Mon Jun 15 21:38:40 PDT 2009,NO_QUERY,Kai_A_La,gumbo= love and alirenco has boy issues 
471797,neg,2176701308,Mon Jun 15 04:32:48 PDT 2009,NO_QUERY,iteekay,must get into scc basketball next term! 
460065,neg,2072330487,Sun Jun 07 20:49:13 PDT 2009,NO_QUERY,nangibbs,Had a great afternoon at the lake with the Gommel's. Really stinks that I have to go to work tomorrow 
129162,neg,1835046339,Mon May 18 04:59:31 PDT 2009,NO_QUERY,sourjyod,I feel neglected....  #sad
202644,neg,1972175795,Sat May 30 08:42:55 PDT 2009,NO_QUERY,fated_to_whom,"How can we enjoy our 2 yr together.Maybe we will become good frens after tat  2%... but i will tell him tomolo morn,we shld both try hard!"
1430355,pos,2059897333,Sat Jun 06 17:51:27 PDT 2009,NO_QUERY,cupcake_rox,off to the gym to get happy and healthy! 
886452,pos,1686731858,Sun May 03 06:34:22 PDT 2009,NO_QUERY,mattrogowski,@t0m really like the CMS! 
624216,neg,2229817904,Thu Jun 18 16:14:56 PDT 2009,NO_QUERY,raghu_raman,@RajivShivane I know the answer to the last question in that link 
1082890,pos,1968781757,Fri May 29 22:12:09 PDT 2009,NO_QUERY,allan1850,@dentaldiva1 Thank you 
1358850,pos,2048304859,Fri Jun 05 14:59:24 PDT 2009,NO_QUERY,ClaudiiaK,Tweetree es niceeee 
739446,neg,2265732230,Sun Jun 21 07:11:57 PDT 2009,NO_QUERY,DiddyGotGrillz,Wishes @carriehoush didn't have to work Fathers Day. 
99319,neg,1793585046,Thu May 14 03:15:17 PDT 2009,NO_QUERY,Nusretnina,OMG @dannywood his comment about his b'day &amp; his mom not baking his cake has got me in floods.. I miss my daddy... 
311006,neg,2001210163,Tue Jun 02 00:10:05 PDT 2009,NO_QUERY,frandisco00,Flu'ed up to the hilt's. Listening to ibizasonica radio. No lucozade no orange juice 
291683,neg,1995776370,Mon Jun 01 14:01:46 PDT 2009,NO_QUERY,auxabois,Ahhh My pictures don't work 
25053,neg,1558208718,Sun Apr 19 07:38:26 PDT 2009,NO_QUERY,sh1crosscountry,"Ughhhhh. Back to school tomorrow  only 1, 2, 3, 4, 5, ok a lot of days until summer vacation."
1357303,pos,2047966329,Fri Jun 05 14:27:17 PDT 2009,NO_QUERY,taraplatt,@pinkwaterfairy wonderful ring  looks super cool...i love steampunk goodies 
69995,neg,1693505259,Sun May 03 22:46:06 PDT 2009,NO_QUERY,charlesmcd,Said goodbye to Meng Mei tonight... 
1419259,pos,2057937802,Sat Jun 06 13:57:05 PDT 2009,NO_QUERY,nkotbdiva,I was pointing out hubby's gray in his facial hair. . N he said it was premature   age-ualtion. . What a dork!  Brooke  
25045,neg,1558207636,Sun Apr 19 07:38:12 PDT 2009,NO_QUERY,froglover2010,On my way back from the beach! 
1106997,pos,1971512362,Sat May 30 07:16:52 PDT 2009,NO_QUERY,sarah_knits,is going to walk to the library 
1472806,pos,2065444556,Sun Jun 07 08:36:33 PDT 2009,NO_QUERY,geekcoach,The Blizzard reward for completing a good 30-mi ride yesterday was also part of #RAGBRAI training 
833289,pos,1557732215,Sun Apr 19 05:44:25 PDT 2009,NO_QUERY,MartinMMC,@JKissnHug Just mentioned you on TWC 
243287,neg,1981510239,Sun May 31 09:18:19 PDT 2009,NO_QUERY,Harishk,@fossiloflife Don't say that maan  . Hasn't he won enough??
1382806,pos,2052503357,Sat Jun 06 00:57:28 PDT 2009,NO_QUERY,shazadoco_x,Mornin twitterer's happy saturdayy  xx
527805,neg,2194789371,Tue Jun 16 10:15:48 PDT 2009,NO_QUERY,shariselw,its so hot!! im dreading having to walk around downtown in this heat... 
217043,neg,1975843312,Sat May 30 16:01:21 PDT 2009,NO_QUERY,Down_Fell_Jill,"@wickedground I read a really good one of him about back in the LotR days about him and Miranda Otto, Eowyn? I can't find it... "
1219506,pos,1989953039,Mon Jun 01 03:23:13 PDT 2009,NO_QUERY,josephadamx3,@kate38381849 Cute background my dear. 
892298,pos,1691159713,Sun May 03 17:13:54 PDT 2009,NO_QUERY,AmieNKOTB,@blockhead4eva Yay   I'll look....so it was never on an album?
35276,neg,1565135150,Mon Apr 20 05:59:46 PDT 2009,NO_QUERY,nneeaa,exam exam !! 
1062729,pos,1964240576,Fri May 29 13:56:07 PDT 2009,NO_QUERY,KatieJonas3000,@Jonasbrothers: #jonas-muchbetter #jonas-blackkeys &amp; #jonas-turnright are my top 3 favs  love you so much. can't wait till June 28th!
740163,neg,2265920359,Sun Jun 21 07:33:55 PDT 2009,NO_QUERY,Lunnita,"Studying..again..getting sick of this..c'mooon,it's summer time..! "
460768,neg,2072525753,Sun Jun 07 21:11:51 PDT 2009,NO_QUERY,Katchin05,"Firefox is hating on my luv for @SongzYuuup by freezing, but that's probably for the best "
1337872,pos,2017840782,Wed Jun 03 09:02:03 PDT 2009,NO_QUERY,meramo,@zerolab Air? Mac Pro? Android based? 
915467,pos,1753115890,Sun May 10 00:11:36 PDT 2009,NO_QUERY,Jana1976,good mornin�everybody  happy mothers-day to every mom 
785246,neg,2324370547,Thu Jun 25 02:59:42 PDT 2009,NO_QUERY,graceeeeeexo,@IamAdamFierce adammmmmm!! I kept coming to see you tonight but you were bisy !! 
1027210,pos,1932413566,Tue May 26 21:25:07 PDT 2009,NO_QUERY,Onballoons,Staying up late tonight to talk to you.... again. 
1096487,pos,1970316877,Sat May 30 03:21:41 PDT 2009,NO_QUERY,MyLifeinLeeds,@CHRISDJMOYLES when are you heading back up to Leeds? 
117156,neg,1827585240,Sun May 17 11:01:20 PDT 2009,NO_QUERY,jy,Back from the stadium. Nantes 1 - Rennes 1 :-/ Too bad we could not keep the 1-0 
932937,pos,1771233422,Mon May 11 23:38:28 PDT 2009,NO_QUERY,heyisabelle_,"&quot;back into my old ways, my old ways with you&quot; "
698729,neg,2254223328,Sat Jun 20 09:25:07 PDT 2009,NO_QUERY,boltlovergirl,hey guys i wont be on youtube alot im going to 3 partys this week!! sorry! 
946137,pos,1822575651,Sat May 16 19:53:43 PDT 2009,NO_QUERY,iamafreak,"#3hotwords for now: I AM SLEEPY. Good night, people. "
286732,neg,1994002217,Mon Jun 01 11:15:34 PDT 2009,NO_QUERY,rsg10,is going to a retirement party.  
1451858,pos,2063081783,Sun Jun 07 01:18:12 PDT 2009,NO_QUERY,Dozeymagz,@LJsBaby Good morning to you 
626184,neg,2230507344,Thu Jun 18 17:12:39 PDT 2009,NO_QUERY,AA1800,time for hw 
317114,neg,2002546440,Tue Jun 02 04:31:25 PDT 2009,NO_QUERY,claujah,i *sob sob* missing the hills already... 
1517464,pos,2175841775,Mon Jun 15 02:09:19 PDT 2009,NO_QUERY,Maharanirani,"my mom's so funny, hearing the music through her Ipod "
820875,pos,1553863223,Sat Apr 18 15:25:03 PDT 2009,NO_QUERY,Paula_182,"@dougiemcfly dougie, my dog has his name! "
1051699,pos,1961215287,Fri May 29 09:09:31 PDT 2009,NO_QUERY,Promofix,"@PeterLisney  Hows the Jigsaw Experiment going??? I hope Julies getting a lot of interest, shes the best book keeper ever "
1187901,pos,1983240658,Sun May 31 12:46:38 PDT 2009,NO_QUERY,DIYSara,@greatscott UP is both in 3d and 2d - depends on location - best to call or check websites 
275367,neg,1990796108,Mon Jun 01 05:45:46 PDT 2009,NO_QUERY,shadowowns,"ugh, I don't wanna go to drivers ed. "
103158,neg,1795455009,Thu May 14 07:48:10 PDT 2009,NO_QUERY,mahweeah,why did Kingston wind follow me home? 
995244,pos,1835687540,Mon May 18 06:32:29 PDT 2009,NO_QUERY,GuavaUK,@michaelmcclary definitely. When are you going to come and visit us? You bring Silverlight info we'll get the pasties ready 
886346,pos,1686707709,Sun May 03 06:29:14 PDT 2009,NO_QUERY,fellowcreative,@01000101 @spin   - @kosso tells me you (Fiz &amp; Eric) are to thank for finding the amazing Beatbox video�  thank you directly 
598732,neg,2219598928,Thu Jun 18 00:55:01 PDT 2009,NO_QUERY,Ant_Ward,Feeling depressed today...I need cheering up 
356491,neg,2044302168,Fri Jun 05 09:09:39 PDT 2009,NO_QUERY,CorinnaHoffman,this rain is seriously depressing me.. reading the book New Moon is definitely not helping as well 
370362,neg,2050120420,Fri Jun 05 18:06:10 PDT 2009,NO_QUERY,nicolegibbs,good news!! i got a bike!! bad news... my car is dying  good news... i have a bike now in case my car dies!!
99215,neg,1793549052,Thu May 14 03:07:03 PDT 2009,NO_QUERY,jaimegallant,"@Jayde_Nicole   i hear that, girl."
849604,pos,1565164084,Mon Apr 20 06:04:13 PDT 2009,NO_QUERY,echelons,"@kirstytbsmcr  it was amazinggg. they played carpathia, new again &amp; sink into me, and they sounded great. the energy was amazing too (:"
546483,neg,2201771390,Tue Jun 16 20:45:00 PDT 2009,NO_QUERY,zwestie6090,I'm missing the war 
934113,pos,1792327962,Wed May 13 22:49:07 PDT 2009,NO_QUERY,whatvinyldummy,@panda951 we're both awesome 
477347,neg,2178165136,Mon Jun 15 07:17:32 PDT 2009,NO_QUERY,emmaoconnell,Revision time. I want to go out 
553597,neg,2203659026,Wed Jun 17 00:14:09 PDT 2009,NO_QUERY,Masopust,No iPhone Update today 
1130739,pos,1975741596,Sat May 30 15:48:11 PDT 2009,NO_QUERY,b_chua,@MVChase HA! I DID IT AGAIN!  now don't touch it!
822857,pos,1555818013,Sat Apr 18 20:46:49 PDT 2009,NO_QUERY,xoxosandra,"@BreakupHelp I'm glad to hear that. Have a heart to heart talk peacefully, maybe things will get better? Good Luck, and God bless. "
1156272,pos,1979081463,Sun May 31 01:33:48 PDT 2009,NO_QUERY,sweetthursdays,Ouch. that concert was painful. But we were the highlight  and that's good for us.
66260,neg,1691415177,Sun May 03 17:48:41 PDT 2009,NO_QUERY,QuarkSpin,@barbylon How was Montgomery? The Science on a Sphere was broken at McWane. 
944351,pos,1795506446,Thu May 14 07:53:34 PDT 2009,NO_QUERY,yuececilia,@jameschau Maybe we did't get the information of your coming to our university in Apirl. 
1586743,pos,2190847100,Tue Jun 16 03:53:25 PDT 2009,NO_QUERY,PetitPlat,"@dinafragola we did some stars and put them on the ceiling lol, it looks great "
1558888,pos,2185942922,Mon Jun 15 18:07:44 PDT 2009,NO_QUERY,Jahfer,I just deleted 51% of the people I had on Facebook. Talk about refreshing. It's like my homepage is actually stuff I WANT to see now! 
858685,pos,1675793484,Fri May 01 20:20:37 PDT 2009,NO_QUERY,FairyLuvsU,@Kurono ilove this rain i think imma go outside 
111831,neg,1825253645,Sun May 17 04:59:56 PDT 2009,NO_QUERY,ProfBrendi,Hate whn my doc is right. On 5/12 @drsadrieh said +4wks til foot norm. I lafd. 2 days hvy walkng &amp; swollen beynd shoes. Cabs today then. 
1174724,pos,1980998643,Sun May 31 08:10:46 PDT 2009,NO_QUERY,vintagepolka,@roseisroadkill sure! i wouldn't mind..  it's annabelledestiny@hotmail.com
283690,neg,1992973878,Mon Jun 01 09:37:32 PDT 2009,NO_QUERY,wyldkyss,@vincefalconi Ouch 
169706,neg,1962691379,Fri May 29 11:28:31 PDT 2009,NO_QUERY,jn1g06,Decided not to go...I want to see my sweetie  But I can't.
584820,neg,2215404607,Wed Jun 17 18:05:39 PDT 2009,NO_QUERY,tejanitaRC,Thinking to myself : Why is it that when you're happy someone always has to bring you down!! 
113505,neg,1825850198,Sun May 17 07:01:26 PDT 2009,NO_QUERY,illBLvnDW4Evr32,@CoverGirl_76 oh no sorry just the ones i found. 
531749,neg,2196435844,Tue Jun 16 12:28:13 PDT 2009,NO_QUERY,UniqueBeauty88,I miss bernie mac  4 eva shall he live through our laughter &amp; joy
843462,pos,1563868991,Mon Apr 20 00:38:34 PDT 2009,NO_QUERY,dizzy_blonde_87,"wow, i was up in time for a macdonnalds breakfast!! haven't had one for years!  nom nom... still counts if i've not gone to bed right?!"
917790,pos,1753549048,Sun May 10 02:11:50 PDT 2009,NO_QUERY,blowie,@mohdismail saya yg reply 
830708,pos,1557346932,Sun Apr 19 03:32:50 PDT 2009,NO_QUERY,AlexandraMcFLY,@LittleFletcher I think it would be great if you upload some pictures of your drawings  they are wonderful  xx
636597,neg,2233958885,Thu Jun 18 22:11:04 PDT 2009,NO_QUERY,sidestreets,"@onthestereo SAM, WHY WOULD YOU EVER? "
255797,neg,1984575439,Sun May 31 15:22:43 PDT 2009,NO_QUERY,jojowebb,Quite worried about my fiance. He's all poorly and there's nothing I can do to help. 
856747,pos,1573804116,Tue Apr 21 02:56:27 PDT 2009,NO_QUERY,kazzart,@KyranOfficial Good on you!!! 
1000461,pos,1879995980,Thu May 21 23:46:27 PDT 2009,NO_QUERY,toniiramiirez,... i just sounded obssesed  ha
